id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento,fecha_ultima_compra,frecuencia_tickets,frecuencia_lineas,valor_total,dias_desde_ultima_compra,churn
11652,Pancho del Feliu,18,Masculino,Arequipa,José Luis Bustamante,2022-05-14,Web,Inactivo,2024-02-07,3,4,954.72,693,1
11653,Reynaldo Martin Farré,26,Masculino,Lima,Comas,2022-02-22,Web,Inactivo,2025-07-20,7,24,16214.52,164,1
11654,Máxima de Medina,53,Femenino,Lima,Comas,2022-06-25,App,Alto Valor,2025-12-27,17,43,71646.02,4,0
11655,María Ángeles Cobos Pozo,44,Femenino,Arequipa,Socabaya,2022-01-24,App,Regular,2025-11-27,9,18,39616.93,34,0
11656,María Manuela del Gordillo,54,Femenino,Trujillo,Trujillo,2023-03-01,,Regular,2025-11-12,7,15,15417.14,49,0
11657,María Hernández,39,Masculino,Lima,Miraflores,2022-02-03,Tienda,Inactivo,2025-07-03,1,2,116.73,181,1
11658,Reina Cazorla,41,Femenino,Cusco,San Sebastián,2022-08-21,Web,Inactivo,2024-08-04,4,12,14006.98,514,1
11659,Vidal Amor Llobet,46,Masculino,Cusco,San Sebastián,2023-01-09,Web,Alto Valor,2025-12-22,20,51,46917.55,9,0
11660,Clementina Redondo Sastre,48,Femenino,Lima,San Miguel,2022-05-27,Web,Inactivo,2025-07-16,7,19,26992.76,168,1
11661,Carmela Galvez,40,Masculino,Lima,Miraflores,2022-02-19,App,Inactivo,2024-12-06,5,15,18113.44,390,1
11662,Severino Figueroa Benavente,55,Femenino,Piura,Castilla,2022-08-29,,Inactivo,,0,0,0.0,999,1
11663,Consuela Marqués Salmerón,37,Femenino,Lima,Surco,2023-03-15,Tienda,Alto Valor,2025-12-03,15,35,45650.69,28,0
11664,Hortensia Batalla Mulet,50,Femenino,Arequipa,Paucarpata,2024-09-28,Tienda,Inactivo,,0,0,0.0,999,1
11665,Matías Huertas Hernando,53,Femenino,Trujillo,La Esperanza,2022-06-25,App,Regular,2025-12-16,7,21,46925.03,15,0
11666,Bruno Verdejo Heras,27,Masculino,Trujillo,El Porvenir,2022-03-01,Tienda,Inactivo,2025-03-29,7,16,10696.29,277,1
11667,Genoveva de Domingo,29,Masculino,Trujillo,Moche,2022-11-25,Tienda,Alto Valor,2025-11-28,10,27,32936.72,33,0
11668,Encarnación Carmina Arce Mayo,32,Femenino,Lima,San Miguel,2022-10-29,Web,Inactivo,2025-05-05,4,7,8092.15,240,1
11669,Berta Casanovas Cánovas,42,Masculino,Lima,Surco,2022-10-15,App,Inactivo,2023-06-08,1,2,3581.36,937,1
11670,Galo Tamayo Amorós,40,Femenino,Cusco,Wanchaq,2022-04-10,Web,Inactivo,2024-04-15,1,1,872.45,625,1
11671,Marciano del Colom,44,Femenino,Arequipa,Socabaya,2023-02-13,App,Regular,2025-10-09,7,19,29508.54,83,0
11672,Vanesa Cuéllar Llanos,41,Masculino,Lima,Surco,2022-05-11,Tienda,Inactivo,2025-08-08,18,56,49760.16,145,1
11673,Tomás Manuel,37,Masculino,Trujillo,Trujillo,2023-04-10,Tienda,Inactivo,2025-09-23,11,37,37205.09,99,1
11674,Eloy Tamarit,57,Femenino,Lima,Comas,2022-06-25,Web,Alto Valor,2025-10-30,16,39,39231.62,62,0
11675,Moreno Soler-Vicens,25,Femenino,Arequipa,Cayma,2022-12-20,Tienda,Inactivo,2023-12-11,1,3,5404.6,751,1
11676,Elba Rosselló,23,Masculino,Trujillo,La Esperanza,2023-01-18,Tienda,Inactivo,2024-05-06,1,3,3258.75,604,1
11677,Teresa Coral Criado Conesa,41,Masculino,Piura,Castilla,2022-10-05,Web,Regular,2025-11-02,8,17,12146.03,59,0
11678,Nico Iriarte Aroca,36,Masculino,Lima,Ate,2022-01-14,Tienda,Alto Valor,2025-11-12,15,36,33318.6,49,0
11679,Emigdio de García,33,Masculino,Trujillo,Trujillo,2022-07-16,Tienda,Inactivo,2025-07-03,6,18,23754.42,181,1
11680,Flavio Alsina Martorell,18,Femenino,Cusco,Wanchaq,2022-10-05,Tienda,Alto Valor,2025-11-25,11,35,55785.46,36,0
11681,Ana Benavides Pérez,33,Masculino,Lima,San Isidro,2022-03-15,Web,Inactivo,2023-04-11,1,2,294.19,995,1
11682,Baldomero Berrocal-Vallejo,42,Femenino,Lima,Ate,2022-08-21,Web,Inactivo,2024-08-11,6,13,7522.34,507,1
11683,Ramona Alberdi,44,Masculino,Trujillo,El Porvenir,2022-01-30,Web,Inactivo,2025-03-02,5,9,11500.48,304,1
11684,Marciano de Recio,29,Masculino,Lima,San Isidro,2022-09-22,Web,Inactivo,2025-07-13,7,19,25216.53,171,1
11685,Jose Manuel Coll Pozo,43,Femenino,Trujillo,Trujillo,2022-03-15,Tienda,Regular,2025-12-25,7,19,12156.61,6,0
11686,Edelmiro Prada Llorente,32,Femenino,Arequipa,Cayma,2022-04-11,Tienda,Inactivo,2025-01-05,6,10,13779.49,360,1
11687,Vicente Campo Viñas,37,Femenino,Trujillo,Moche,2022-10-14,Tienda,Frecuente,2025-10-14,10,26,23127.93,78,0
11688,Albano Domingo Carnero,32,Femenino,Lima,Los Olivos,2022-11-11,Tienda,Alto Valor,2025-12-15,14,40,56701.82,16,0
11689,Ruth Charo Casals Rivera,18,Masculino,Arequipa,Cercado,2022-10-29,Tienda,Inactivo,2023-11-28,2,7,14310.54,764,1
11690,Nicanor Rubio Sainz,43,Masculino,Lima,Miraflores,2023-01-08,Tienda,Inactivo,2025-07-26,7,23,38924.19,158,1
11691,Eladio Daza Gabaldón,40,Femenino,Lima,San Isidro,2023-01-07,Tienda,Alto Valor,2025-12-21,15,49,77037.83,10,0
11692,Ramiro Gisbert Peña,36,Masculino,Lima,San Miguel,2023-11-09,App,Inactivo,2025-02-08,2,5,8232.63,326,1
11693,Luciano Morillo Alfaro,33,Masculino,Trujillo,El Porvenir,2022-03-19,Web,Alto Valor,2025-12-06,11,29,45042.29,25,0
11694,Charo Liliana Ramos Gámez,31,Masculino,Lima,Miraflores,2023-08-28,App,Inactivo,,0,0,0.0,999,1
11695,Juan Palacios Seguí,26,Femenino,Piura,Veintiséis de Octubre,2022-05-01,Tienda,Frecuente,2025-12-27,10,19,20541.52,4,0
11696,Cleto Ramis Guillen,18,Masculino,Piura,Tambogrande,2023-01-27,Web,Inactivo,2024-06-03,3,8,21268.97,576,1
11697,Eufemia Fuentes Aguiló,18,Femenino,Arequipa,José Luis Bustamante,2023-01-15,App,Inactivo,2025-07-15,3,13,11951.31,169,1
11698,Rosalva de Fernández,31,Masculino,Piura,Catacaos,2022-08-03,Tienda,Inactivo,2025-07-07,8,23,34522.23,177,1
11699,Óscar Solís Cuervo,38,Femenino,Cusco,Santiago,2022-01-05,Tienda,Alto Valor,2025-12-05,15,48,71173.01,26,0
11700,Martirio de Sedano,31,Otro,Piura,Piura,2022-04-18,Tienda,Inactivo,2025-07-21,5,13,19256.64,163,1
11701,Petrona Pastor Catalán,37,Femenino,Trujillo,Huanchaco,2022-01-07,Tienda,Inactivo,2025-09-20,5,18,20870.86,102,1
11702,Dan de España,39,Femenino,Lima,Surco,2023-02-25,App,Regular,2025-12-21,6,21,48792.82,10,0
11703,Pastor Santamaría Calderón,24,Masculino,Arequipa,Cayma,2023-04-24,Tienda,Regular,2025-11-15,6,18,31146.07,46,0
11704,Anastasio Bonet Rey,48,Masculino,Lima,La Molina,2022-02-12,Tienda,Regular,2025-10-26,4,6,1409.87,66,0
11705,Donato Paniagua Molina,41,Masculino,Lima,Los Olivos,2022-07-28,Tienda,Inactivo,2023-12-20,2,6,3980.67,742,1
11706,José Planas-Carbonell,51,Femenino,Cusco,San Jerónimo,2022-09-27,Tienda,Inactivo,2023-12-29,5,15,71959.84,733,1
11707,Sara Cabrero-Roig,39,Femenino,Lima,Ate,2022-02-21,Tienda,Alto Valor,2025-12-25,16,48,41337.57,6,0
11708,Fabio del Camino,59,Masculino,Lima,Miraflores,2023-03-15,Tienda,Regular,2025-12-26,9,25,24323.85,5,0
11709,Aitor Baudelio Conesa Collado,27,Femenino,Trujillo,Víctor Larco,2023-03-28,App,Inactivo,2024-12-27,3,7,9392.26,369,1
11710,Nilo Montenegro-Ramírez,45,Masculino,Lima,San Miguel,2022-06-03,,Ocasional,2025-12-28,3,9,8276.01,3,0
11711,Amado Silva Oliver,28,Femenino,Arequipa,,2022-08-29,Tienda,Regular,2025-12-29,8,23,45824.16,2,0
11712,Ruy del Nadal,49,Femenino,Lima,Comas,2022-10-29,Web,Inactivo,2025-09-16,9,24,23475.78,106,1
11713,Lorena Manzanares Castelló,46,Femenino,Arequipa,Paucarpata,2022-10-13,Web,Frecuente,2025-12-23,12,27,20524.32,8,0
11714,Gracia Peinado Briones,38,Femenino,Lima,La Molina,2022-06-17,Web,Alto Valor,2025-12-29,17,47,44248.78,2,0
11715,Ángela Verdú Huerta,35,Masculino,Lima,Surco,2023-07-14,Tienda,Inactivo,2025-05-11,6,22,47164.83,234,1
11716,Susanita Comas Gomez,24,Femenino,Lima,Surco,2023-06-10,Tienda,Regular,2025-11-06,8,19,18325.87,55,0
11717,Ágata Ibáñez Gomila,43,Femenino,Lima,Miraflores,2023-09-27,Web,Inactivo,2024-06-08,2,6,13528.98,571,1
11718,Rosa María de Lerma,52,Masculino,Trujillo,Huanchaco,2023-01-05,App,Inactivo,2025-08-01,6,16,20269.17,152,1
11719,Adelina Acevedo,46,Otro,Lima,La Molina,2022-06-27,Web,Alto Valor,2025-12-17,13,35,45177.74,14,0
11720,Moreno Ayuso González,36,Femenino,Lima,San Isidro,2023-05-04,Tienda,Inactivo,2025-08-13,5,15,6112.92,140,1
11721,Perlita Cabanillas Grande,46,Masculino,Piura,Veintiséis de Octubre,2022-10-26,Web,Alto Valor,2025-12-24,13,29,36524.63,7,0
11722,Eligia Rodríguez Ribes,36,Femenino,Trujillo,Moche,2022-11-02,Tienda,Inactivo,2025-03-02,3,10,10502.59,304,1
11723,Anselmo Barriga Barrena,39,Masculino,Lima,San Isidro,2022-03-03,Web,Regular,2025-12-13,4,5,6716.89,18,0
11724,Calista Pujadas Acedo,28,Masculino,Cusco,San Jerónimo,2023-02-25,Tienda,Alto Valor,2025-12-21,16,42,45833.59,10,0
11725,Ciriaco Blázquez Piñol,21,Femenino,Piura,Piura,2022-02-27,Web,Inactivo,2025-07-15,12,27,37075.17,169,1
11726,Heliodoro Arana Pulido,51,Femenino,Cusco,Wanchaq,2022-03-17,Web,Inactivo,2025-04-15,9,28,39315.86,260,1
11727,Tatiana Sancho Tur,29,Femenino,Lima,Miraflores,2022-10-29,App,Alto Valor,2025-12-29,11,36,70483.77,2,0
11728,Crescencia Larrañaga Ariza,60,Femenino,Cusco,San Sebastián,2023-02-25,App,Inactivo,2024-06-02,4,7,4735.09,577,1
11729,Herminia Calleja,27,Masculino,Lima,La Molina,2023-01-01,Web,Inactivo,2025-08-16,5,7,3957.54,137,1
11730,Quique Morcillo Tomás,55,Femenino,Trujillo,Moche,2022-10-14,App,Regular,2025-10-27,8,18,29662.35,65,0
11731,Hortensia Modesta Águila Cortés,53,Masculino,Cusco,San Sebastián,2022-11-23,Web,Alto Valor,2025-12-08,14,37,49691.24,23,0
11732,Salud Barco,51,Femenino,Arequipa,Cercado,2023-02-22,Web,Regular,2025-11-05,7,18,41935.3,56,0
11733,Aurelia Luna Baena,34,Femenino,Piura,Piura,2022-03-15,Tienda,Alto Valor,2025-12-05,13,37,51196.67,26,0
11734,Gerónimo Vilanova Valle,37,Femenino,Trujillo,Víctor Larco,2022-02-08,Tienda,Inactivo,,0,0,0.0,999,1
11735,Carmina Tejera Torralba,25,Masculino,Lima,Miraflores,2023-09-20,Tienda,Inactivo,2025-07-13,3,15,9870.99,171,1
11736,Asdrubal Trinidad Benavides Páez,28,Masculino,Lima,Ate,2022-12-26,Tienda,Inactivo,2023-04-28,1,5,2291.69,978,1
11737,Victorino Dalmau,48,Femenino,Arequipa,Socabaya,2024-09-28,Tienda,Inactivo,,0,0,0.0,999,1
11738,Isa Porcel Sarabia,18,Femenino,Lima,Comas,2022-07-18,Tienda,Regular,2025-12-03,7,17,28773.63,28,0
11739,Juana Mur Cervantes,29,Masculino,Cusco,Santiago,2022-07-25,App,Inactivo,2025-03-19,8,18,31251.25,287,1
11740,Zaida María Lozano Piña,25,Masculino,Lima,Miraflores,2022-11-30,App,Alto Valor,2025-12-18,21,48,73863.61,13,0
11741,Inés Esteve Serrano,37,Femenino,Piura,Veintiséis de Octubre,2022-09-29,Tienda,Regular,2025-11-29,5,8,7575.88,32,0
11742,Clotilde Lorenza Barral Barceló,40,Femenino,Arequipa,Yanahuara,2022-06-17,Web,Alto Valor,2025-12-05,11,25,37114.31,26,0
11743,Víctor Alegria Hervás,53,Femenino,Lima,San Isidro,2022-02-05,Tienda,Inactivo,2025-04-23,5,13,18144.65,252,1
11744,Cesar Ballesteros Berrocal,18,Femenino,Trujillo,Moche,2022-10-07,Web,Inactivo,2023-07-14,2,10,7772.49,901,1
11745,Odalis Castejón Garcés,50,Femenino,Cusco,Cusco,2022-02-18,Tienda,Alto Valor,2025-12-22,11,26,65485.03,9,0
11746,Valero Burgos Naranjo,25,Femenino,Trujillo,Trujillo,2022-10-25,Tienda,Inactivo,2025-05-04,3,5,3568.21,241,1
11747,Sosimo Prieto-Caparrós,34,Femenino,Lima,La Molina,2023-08-22,Tienda,Inactivo,2025-07-05,6,14,8006.82,179,1
11748,Melania Gracia Martín,18,Masculino,Cusco,Cusco,2022-06-12,Tienda,Inactivo,2025-06-16,2,7,3977.79,198,1
11749,Renata Posada Lobo,20,Masculino,Lima,,2022-06-28,Tienda,Alto Valor,2025-12-11,15,51,64512.81,20,0
11750,Jose Ignacio Bastida Gelabert,33,Femenino,Arequipa,Cercado,2022-08-11,Tienda,Regular,2025-12-24,5,14,11329.09,7,0
11751,Melisa Galván Capdevila,25,Femenino,Arequipa,Yanahuara,2022-10-11,Tienda,Inactivo,2025-06-01,5,15,42563.97,213,1
11752,Hermenegildo del Ibáñez,48,Masculino,Lima,La Molina,2023-08-15,Tienda,Inactivo,2025-07-27,5,13,8269.23,157,1
11753,Nacho Prado Pla,31,Femenino,Lima,Los Olivos,2022-01-28,App,Alto Valor,2025-12-02,10,22,39879.67,29,0
11754,Ariel Juan Costa,36,Masculino,Trujillo,Moche,2022-04-18,Tienda,Inactivo,2023-01-05,1,3,968.5,1091,1
11755,Ramiro José Manuel Sebastián Correa,49,Masculino,Lima,Surco,2024-06-07,Tienda,Inactivo,2024-12-14,1,6,7227.06,382,1
11756,Isaac Leonardo Vera Fernández,26,Femenino,Piura,Veintiséis de Octubre,2022-02-14,Tienda,Inactivo,2025-07-16,7,13,18713.74,168,1
11757,Florencio Alfonso-Camino,45,Masculino,Piura,Catacaos,2023-01-25,App,Inactivo,2025-04-29,9,23,24474.73,246,1
11758,Rosa de Cabrera,35,Masculino,Cusco,Wanchaq,2022-04-27,App,Regular,2025-12-18,7,23,14678.21,13,0
11759,Tatiana Bru,46,Masculino,Trujillo,La Esperanza,2022-06-22,Tienda,Inactivo,2024-06-24,3,6,573.15,555,1
11760,Noa Benavent Llorente,47,Femenino,Cusco,San Jerónimo,2022-10-17,Tienda,Alto Valor,2025-12-19,12,32,50614.59,12,0
11761,Teobaldo Clavero-Jara,39,Femenino,Piura,Piura,2025-10-07,Tienda,Inactivo,,0,0,0.0,999,1
11762,Nydia Donaire Cabezas,18,Masculino,Trujillo,Víctor Larco,2023-03-30,Tienda,Regular,2025-10-03,7,24,19534.19,89,0
11763,Jose Luis Arnau Amador,55,Femenino,Lima,Comas,2022-03-03,App,Alto Valor,2025-12-30,19,50,55249.91,1,0
11764,Priscila Anabel Palma Calderón,40,Masculino,Piura,Piura,2022-06-17,Tienda,Alto Valor,2025-12-09,15,35,32318.02,22,0
11765,Andrea Ferrer Montserrat,45,Femenino,Lima,La Molina,2022-03-25,App,Regular,2025-11-03,7,22,30688.09,58,0
11766,Sarita Adadia Guillen,35,Masculino,Trujillo,La Esperanza,2023-11-21,Tienda,Inactivo,2025-04-14,1,6,5464.87,261,1
11767,Eloy Busquets-Herranz,21,Femenino,Cusco,Wanchaq,2022-11-27,Web,Inactivo,2023-10-01,2,4,1197.25,822,1
11768,Reyna Julie Guitart Franco,28,Femenino,Trujillo,Moche,2024-04-04,Tienda,Inactivo,,0,0,0.0,999,1
11769,Maricela Buendía Perera,65,Masculino,Lima,Surco,2022-04-22,App,Alto Valor,2025-12-14,19,58,76859.88,17,0
11770,Emelina Escolano Velasco,43,Otro,Arequipa,Yanahuara,2022-09-08,App,Inactivo,2024-12-31,3,10,8548.73,365,1
11771,Lupe Zabala Andres,45,Femenino,Lima,San Miguel,2023-06-19,Tienda,Alto Valor,2025-12-15,20,55,59530.88,16,0
11772,Jacinto Cornejo Almagro,28,Femenino,Lima,Ate,2022-09-04,Tienda,Inactivo,2025-03-24,5,13,21414.26,282,1
11773,Trinidad Romero Cuenca,24,Masculino,Lima,Miraflores,2022-12-23,App,Inactivo,2025-08-27,5,9,1353.46,126,1
11774,Calixto Graciano Torres Paredes,31,Femenino,Lima,Surco,2023-05-12,App,Inactivo,2024-07-04,1,1,46.33,545,1
11775,Osvaldo Rómulo Muñoz Barranco,31,Masculino,Arequipa,Socabaya,2023-01-11,Tienda,Alto Valor,2025-12-09,19,46,58327.18,22,0
11776,Silvestre Pavón Bou,55,Otro,Lima,Surco,2022-11-02,Web,Alto Valor,2025-12-22,13,34,37922.64,9,0
11777,Jose Antonio Mendoza Cabanillas,38,Femenino,Trujillo,Moche,2023-03-10,Tienda,Ocasional,2025-12-03,3,8,12969.6,28,0
11778,Amador Olivé,18,Femenino,Trujillo,Víctor Larco,2022-02-25,Tienda,Inactivo,2023-12-10,2,4,7385.5,752,1
11779,Sancho de Domínguez,37,Masculino,Lima,Ate,2023-08-02,Tienda,Inactivo,2025-07-26,3,6,3473.85,158,1
11780,Joel Arrieta Alcázar,62,Femenino,Lima,Los Olivos,2022-03-04,Web,Inactivo,2025-09-27,5,10,8647.52,95,1
11781,Mirta Pedrero Jara,43,Femenino,Trujillo,Moche,2022-01-22,App,Regular,2025-11-21,5,13,18463.31,40,0
11782,Fabiola Carpio Pinedo,28,Masculino,Lima,Surco,2023-01-17,Tienda,Inactivo,2025-09-06,3,12,7004.99,116,1
11783,Loreto Rosado Mateu,29,Masculino,Lima,Miraflores,2022-04-01,,Alto Valor,2025-11-06,15,42,48530.75,55,0
11784,Maristela de Bárcena,61,Masculino,Piura,Veintiséis de Octubre,2022-04-06,Tienda,Alto Valor,2025-11-28,22,48,54104.78,33,0
11785,Chucho Arteaga Crespi,22,Femenino,Trujillo,Víctor Larco,2022-08-08,Tienda,Alto Valor,2025-12-29,16,40,51855.26,2,0
11786,Etelvina Reina,27,Femenino,Arequipa,Paucarpata,2022-09-20,Web,Regular,2025-12-18,6,18,15767.99,13,0
11787,Chuy Fuentes,33,Masculino,Cusco,Santiago,2022-01-10,Tienda,Alto Valor,2025-11-15,14,31,46617.21,46,0
11788,Rosalva del Salmerón,22,Masculino,Lima,Miraflores,2022-02-03,Tienda,Ocasional,2025-10-07,1,5,1977.58,85,0
11789,Morena Baena Gilabert,40,Masculino,Lima,San Miguel,2022-08-31,Tienda,Alto Valor,2025-12-26,11,30,38153.17,5,0
11790,Ramiro Burgos Bonet,32,Masculino,Lima,Miraflores,2023-06-01,Web,Alto Valor,2025-11-28,17,41,43122.68,33,0
11791,Rosalía Solano Sabater,39,Masculino,Piura,Tambogrande,2023-11-16,Tienda,Inactivo,2025-02-20,3,7,16122.35,314,1
11792,José Mari de Luque,37,Masculino,Trujillo,Huanchaco,2022-03-18,Tienda,Inactivo,2025-03-25,4,12,11280.15,281,1
11793,Jesús Arce Calderón,40,Femenino,Piura,Piura,2022-08-26,Tienda,Alto Valor,2025-12-30,17,53,85626.46,1,0
11794,Ana de Arenas,60,Femenino,Arequipa,Yanahuara,2022-02-25,App,Inactivo,2025-03-17,5,11,37753.73,289,1
11795,Ani Azcona,37,Femenino,Lima,Surco,2022-04-21,App,Inactivo,2025-07-13,6,13,14077.26,171,1
11796,Faustino Iniesta Marqués,64,Masculino,Lima,Ate,2022-09-19,Tienda,Inactivo,2025-06-09,9,26,57180.14,205,1
11797,Hilda Azeneth Expósito Rojas,18,Masculino,Lima,San Miguel,2022-06-08,Tienda,Alto Valor,2025-12-13,15,44,116306.52,18,0
11798,Anna Medina Morillo,27,Femenino,Cusco,San Jerónimo,2022-06-18,Tienda,Frecuente,2025-12-27,10,27,29894.81,4,0
11799,Mercedes Moles Niño,32,Masculino,Lima,Ate,2022-01-27,Web,Inactivo,2025-08-29,2,7,5520.17,124,1
11800,Nayara Fabregat-Muro,27,Masculino,Trujillo,Moche,2022-10-28,Tienda,Inactivo,2025-04-29,9,22,36864.12,246,1
11801,Iris Rosselló Mata,49,Masculino,Piura,Tambogrande,2023-01-01,Tienda,Alto Valor,2025-12-25,17,49,74535.55,6,0
11802,Francisco Javier Ferreras Salazar,20,Femenino,Lima,Surco,2022-01-09,Tienda,Regular,2025-10-21,9,22,26981.75,71,0
11803,Quirino de Goñi,43,Femenino,Arequipa,Cayma,2024-06-27,Tienda,Inactivo,2025-06-26,2,5,3581.45,188,1
11804,Etelvina Martirio Quintero Jover,18,Masculino,Arequipa,Paucarpata,2022-07-10,Web,Alto Valor,2025-12-26,16,47,63685.71,5,0
11805,Rocío Eva Céspedes Delgado,45,Masculino,Cusco,Cusco,2022-10-11,Web,Alto Valor,2025-12-19,13,33,37297.3,12,0
11806,Nicolás Carbajo Río,44,Femenino,Lima,Surco,2022-04-23,Tienda,Inactivo,2025-06-20,5,15,13915.52,194,1
11807,José Palau Tomas,45,Femenino,Lima,Los Olivos,2022-07-05,Tienda,Inactivo,2025-07-21,7,17,27038.11,163,1
11808,Cebrián Aznar Clavero,53,Femenino,Cusco,San Sebastián,2022-05-05,App,Alto Valor,2025-11-05,16,44,65754.58,56,0
11809,Yolanda Ariño Carbó,35,Femenino,Piura,Catacaos,2022-02-23,Tienda,Inactivo,2024-07-23,2,6,2859.22,526,1
11810,Amelia Cases Escrivá,56,Femenino,Arequipa,Socabaya,2022-10-10,Tienda,Inactivo,2024-12-13,3,7,6795.26,383,1
11811,Eva María Bautista Tena,42,Masculino,Lima,San Miguel,2022-03-30,Tienda,Inactivo,2025-09-15,10,32,31189.16,107,1
11812,Eustaquio Cuenca Talavera,41,Femenino,Lima,Miraflores,2022-10-15,App,Inactivo,2024-12-09,4,10,6015.89,387,1
11813,Roxana de Palma,19,Masculino,Lima,San Miguel,2022-12-19,Tienda,Inactivo,2024-06-10,1,3,5181.99,569,1
11814,Luis Ángel Navarro,35,Femenino,Piura,Catacaos,2024-11-03,App,Inactivo,2025-09-05,1,3,5287.92,117,1
11815,Prudencia Palma,28,Femenino,Lima,San Miguel,2022-09-12,Tienda,Inactivo,2024-07-13,3,7,9568.95,536,1
11816,Jorge Goñi,52,Femenino,Lima,La Molina,2022-12-18,Web,Inactivo,2023-06-13,1,3,2975.98,932,1
11817,Fermín Noguera Carbonell,36,Femenino,Lima,Ate,2023-03-29,App,Inactivo,2023-07-03,1,1,142.41,912,1
11818,Nacio Lisandro Royo Busquets,37,Femenino,Piura,Castilla,2024-12-31,Tienda,Inactivo,,0,0,0.0,999,1
11819,Valentina Jessica Barberá Cabrero,37,Femenino,Cusco,Santiago,2022-09-04,Tienda,Alto Valor,2025-12-27,13,41,40972.09,4,0
11820,Jose Ramón Nuñez Vergara,34,Masculino,Piura,Tambogrande,2023-07-27,Web,Inactivo,2025-06-15,7,16,18398.37,199,1
11821,Edelmira Camps Perea,34,Femenino,Trujillo,Moche,2022-03-05,Tienda,Ocasional,2025-12-21,3,8,5589.06,10,0
11822,Nieves Alemán,54,Masculino,Trujillo,La Esperanza,2022-07-15,Web,Inactivo,2025-08-24,9,17,24982.5,129,1
11823,Roberto Mendoza Fábregas,40,Femenino,Trujillo,Huanchaco,2022-04-06,Web,Alto Valor,2025-12-18,18,46,59425.24,13,0
11824,Flavia Barrena Galan,41,Femenino,Lima,San Miguel,2022-12-16,App,Inactivo,2023-05-24,1,2,131.99,952,1
11825,Marisela Comas Martínez,32,Masculino,Lima,San Isidro,2022-02-28,Tienda,Inactivo,2025-05-08,6,13,8010.24,237,1
11826,Wilfredo Cortina Calleja,54,Masculino,Lima,Surco,2022-01-25,Tienda,Inactivo,2025-07-13,6,18,20393.63,171,1
11827,Alondra Sans Saura,37,Masculino,Lima,Los Olivos,2023-04-21,Tienda,Ocasional,2025-12-24,2,8,2276.86,7,0
11828,Maximiliano Alemany-Zabaleta,50,Masculino,Cusco,San Sebastián,2022-01-09,Web,Inactivo,2025-07-13,4,6,13640.22,171,1
11829,Teodosio Mendizábal,39,Femenino,Lima,San Isidro,2023-09-25,Web,Inactivo,2024-11-21,1,1,156.64,405,1
11830,Maximiano Clavero-Aliaga,34,Femenino,Arequipa,José Luis Bustamante,2022-03-23,Web,Frecuente,2025-12-31,10,26,19356.66,0,0
11831,Balduino Carreño Blanch,28,Femenino,Arequipa,Yanahuara,2022-11-23,App,Alto Valor,2025-12-11,18,41,77995.93,20,0
11832,Albert Llorente,48,Masculino,Cusco,Santiago,2022-03-05,Tienda,Frecuente,2025-11-06,10,21,29450.24,55,0
11833,Liliana Nieto Villena,44,Femenino,Cusco,San Jerónimo,2022-12-22,App,Inactivo,2025-04-21,3,9,4916.19,254,1
11834,José Manuel Sales Revilla,27,Femenino,Cusco,San Sebastián,2022-04-16,App,Regular,2025-12-18,5,8,3463.34,13,0
11835,Filomena Vall Mosquera,52,Femenino,Lima,San Isidro,2023-06-16,App,Regular,2025-11-28,9,27,26118.09,33,0
11836,Paloma Mendez Sanjuan,18,Femenino,Lima,Comas,2022-03-17,App,Regular,2025-11-25,9,26,32856.71,36,0
11837,Alcides Eleuterio Real Sastre,49,Otro,Lima,Comas,2022-01-04,Tienda,Alto Valor,2025-12-23,21,50,72916.33,8,0
11838,Darío Adalberto Azcona Acuña,33,Femenino,Lima,La Molina,2023-08-23,Web,Inactivo,2025-09-21,5,16,18531.06,101,1
11839,Delia Jara Amaya,66,Masculino,Trujillo,La Esperanza,2023-02-17,Tienda,Inactivo,2024-11-04,5,18,24866.0,422,1
11840,Anabel Asenjo Boix,22,Femenino,Lima,San Isidro,2022-05-01,Tienda,Regular,2025-12-04,6,11,11917.83,27,0
11841,Ileana del Pedrosa,37,Masculino,Cusco,Cusco,2023-05-13,Tienda,Inactivo,2025-04-21,4,16,12435.88,254,1
11842,Luis Ángel Uribe León,53,Femenino,Trujillo,La Esperanza,2022-10-29,Web,Inactivo,2024-11-20,2,6,8787.31,406,1
11843,Lorena Arroyo Casas,48,Masculino,Lima,Los Olivos,2023-03-18,Web,Inactivo,2025-07-29,6,12,4655.26,155,1
11844,Gertrudis del Chamorro,29,Femenino,Trujillo,Moche,2022-09-28,Web,Alto Valor,2025-12-04,10,25,37197.99,27,0
11845,Julieta Flor-Jove,18,Masculino,Arequipa,Paucarpata,2023-01-05,Tienda,Alto Valor,2025-12-21,19,47,34542.76,10,0
11846,Demetrio del Sierra,29,Masculino,Lima,San Miguel,2023-03-30,Tienda,Regular,2025-12-06,7,15,14674.35,25,0
11847,Rosario Escalona Bas,35,Masculino,Lima,Comas,2024-11-29,Tienda,Inactivo,2025-07-01,2,4,5403.52,183,1
11848,Victor Rincón-Gabaldón,21,Femenino,Lima,Comas,2022-05-11,Web,Alto Valor,2025-11-04,12,34,31550.14,57,0
11849,Santos Arrieta Bayón,37,Masculino,Arequipa,Cercado,2022-03-21,Tienda,Frecuente,2025-11-02,11,29,28490.27,59,0
